数据日期,客户编号,客户编号转码,客户名称,合同流水号,合同编号,年初风险分类名称,最新风险分类结果,年初风险分类,最新风险分类,最新风险五级分类,合同期限(年),短中长期贷款标识,客户所属省/市,业务品种大类,分区日期: [yyyyMMdd],一级分行名称,账务机构代码,账务机构名称,账务机构全路径,合同账务机构,合同状态,合同到期日期,合同经办人,实际发放日期,实际到期日期,合同终结日期,授信申请流水号,债项审批通知书流水号,主体通知书流水号,债项额度编号,授信协议额度流水号,授信协议通知书流水号,授信协议合同流水号,是否占用额度,占用额度客户编号,额度占用方角色,额度占用方债项审批通知书流水号,占用债项授信额度流水号,第三方额度流水号,第三方额度审批通知书流水号,占用第三方额度客户编号,基准利率代号,浮动类型,计息方式,计息周期,源系统业务品种名称,业务品种名称,业务类别名称,产品代码,发生类型,货币种类,还款方式名称,主要担保方式名称,国标行业投向代码,国标行业投向名称,本行投向代码,相关科目代码,相关科目名称,委托人客户类型,客户考核分类,客户考核预分类,经济类型代码,所在行政区划名称,控股类型（企业出资人经济成分）,首次风险分类时间,最新风险分类时间,系统控制类型,系统控制模板类型,合同模式标识,数据来源系统代码,战略新兴产业类型代码,战略新兴产业类型名称,承诺业务品种,汇率（本外币折人民币）,客户所属集团名称,客户所属集团,客户所属国标行业名称,贷款余额(万元),合同金额(万元)
2026-06-30,900000000078,A00078,华盛材料集团有限公司,2022061400022N5,397269084579-2,0101--正常1,0101--正常1,正常,正常,正常,3.0,中期,云南省,公司固定贷款,2026-06-30,昆明分行,00125,昆明市营业部,"0108001,0140001,530103,00125",00125,302--已生效终止下柜,2025-06-14,JB6817,2022-06-14,2025-06-14,2025-06-16,zxsq20220614000223T,tz20220614000221G,tz20220612000225Q,FXQYF703L43830336282468387840497210193438,,,,1--是,900000000078,01--融资人,tz20220614000221G,FXQYF703L43830336282468387840497210193438,,,,14802D01,0--浮动值浮动,1--不分段计息,0--按月计息,公司住房开发贷款,1010201--公司住房开发贷款,2002--组合债项,105020100,0100--正常申请,01--人民币,0102--分期等额本息,30201--商业用地土地使用权抵押,F5111,F5111--谷物、豆及薯类批发,97,113202,113202--中期住房开发贷款,企业法人,重点客户,价值,190,530103--云南省--昆明市--盘龙区,A0201--集体相对控股,2022-08-03 14:36:57,2025-05-17 11:17:25,0008--主合同(企金合同),1001--传统企金业务模板,1,CREDIT,2,2-高端装备制造产业,1010201--公司住房开发贷款,1.0,,无,F5111--谷物、豆及薯类批发,0.0,749.94
2026-06-30,900000000026,A00026,星海软件有限公司,2022012600023ZZ,141335083567-8,0300--次级,0101--正常1,不良,正常,正常,2.0,中期,山东省,公司流动贷款,2026-06-30,济南分行,00125,济南市营业部,"0108001,0140001,370102,00125",00125,302--已生效终止下柜,2024-01-26,JB6529,2022-01-26,2024-02-25,2024-03-04,zxsq2022012600023VJ,tz20220126000231G,tz2022010700023H4,FXQYF869L07902719503059662239512858146945,,,,1--是,900000000026,01--融资人,tz20220126000231G,FXQYF869L07902719503059662239512858146945,,,,01700Y05,0--浮动值浮动,4--满月分段计息,3--利随本清,公司流动资金贷款,10101--公司流动资金贷款,2001--单一债项,105030000,0100--正常申请,01--人民币,02--到期还款,306--在建工程,C3872,C3872--照明灯具制造,50,113201,113201--普通中期贷款,企业法人,风险客户,风险,120,370102--山东省--济南市--历下区,B0302--外商绝对控股,2022-03-31 14:46:58,2025-04-13 11:43:35,0008--主合同(企金合同),1001--传统企金业务模板,1,CREDIT,0,0-不属于战略性新兴产业,10101--公司流动资金贷款,1.0,,无,C3872--照明灯具制造,0.0,418.71
2026-06-30,900000000093,A00093,嘉禾物流股份有限公司,20230909000246N,645941653793-5,0101--正常1,0101--正常1,正常,正常,正常,1.0,短期,云南省,公司流动贷款,2026-06-30,昆明分行,00127,昆明市城北支行,"0108001,0140001,530103,00127",00127,301--已生效待下柜,2024-09-09,JB5413,2023-09-09,2024-10-09,,zxsq2023090900024T0,tz2023090900024LX,tz20230822000242F,FXQYF111L87268403124771998657458261722752,XYED2023090900000024,xytz2023090900024FL,xyht2023090900024KQ,1--是,900000000093,01--融资人,tz2023090900024LX,FXQYF111L87268403124771998657458261722752,DSFED2023090900000024,dstz2023090900024VK,900000000036,14802D01,0--浮动值浮动,4--满月分段计息,9--满季计息,公司结算帐户透支,1010401--公司结算帐户透支,2002--组合债项,105040100,0302--重组-借新还旧（不变更主体）,01--人民币,0101--分期等额本金,40904--商业承兑汇票质押,F5175,F5175--电气设备批发,58,125110,125110--单位结算账户透支,企业法人,基础客户,长尾,149,530103--云南省--昆明市--盘龙区,A0102--国有绝对控股,2023-09-09 14:08:17,2026-05-03 17:50:01,0008--主合同(企金合同),1001--传统企金业务模板,1,LOAN_CORE,3,3-新材料产业,1010401--公司结算帐户透支,1.0,,无,F5175--电气设备批发,25.9,518.03
2026-06-30,900000000002,A00002,启航制造集团有限公司,2025072100025CC,541519077616-5,0101--正常1,0103--正常3,正常,正常,正常,5.0,中期,山东省,公司固定贷款,2026-06-30,青岛分行,00227,青岛市高新支行,"0108001,0140001,370202,00227",00227,301--已生效待下柜,2030-07-21,JB9248,2025-07-21,2030-09-19,,zxsq2025072100025QK,tz2025072100025B3,tz20250711000252Y,FXQYF070L71868775786966920771017851131875,,,,1--是,900000000002,01--融资人,tz2025072100025B3,FXQYF070L71868775786966920771017851131875,,,,01700Y05,0--浮动值浮动,1--不分段计息,1--按季计息,公司住房开发贷款,1010201--公司住房开发贷款,2001--单一债项,105020100,0301--重组-借新还旧（变更主体）,01--人民币,0101--分期等额本金,30299--其他土地使用权抵押,F5213,F5213--便利店零售,67,113202,113202--中期住房开发贷款,企业法人,重点客户,价值,141,370202--山东省--青岛市--市南区,B0102--私人绝对控股,2025-10-05 08:59:15,2025-10-24 16:50:19,0008--主合同(企金合同),1001--传统企金业务模板,1,CRM,1,1-新一代信息技术产业,1010201--公司住房开发贷款,1.0,启航产业集团有限公司,有,F5213--便利店零售,5328.96,6525.26
2026-06-30,900000000028,A00028,众联制造有限公司,2022030400026NK,736507250951-9,0103--正常3,0102--正常2,正常,正常,正常,3.0,中期,河北省,公司流动贷款,2026-06-30,石家庄分行,00128,石家庄市城南支行,"0108001,0140001,130102,00128",00128,301--已生效待下柜,2025-03-04,JB2857,2022-03-04,2025-03-04,,zxsq2022030400026JN,tz20220304000262W,tz2022030200026ZO,FXQYF744L04583288590745430750637793639757,XYED2022030400000026,xytz2022030400026J5,xyht2022030400026P4,1--是,900000000028,01--融资人,tz20220304000262W,FXQYF744L04583288590745430750637793639757,,,,01700Y05,0--浮动值浮动,1--不分段计息,0--按月计息,流动资金额度循环贷款,10107--流动资金额度循环贷款,2001--单一债项,105070000,0100--正常申请,01--人民币,02--到期还款,203--专业担保公司保证,F5274,F5274--通信设备零售,86,113201,113201--普通中期贷款,企业法人,成长客户,潜力,171,130102--河北省--石家庄市--长安区,B0101--私人相对控股,2022-04-20 16:56:27,2026-01-11 11:37:26,0008--主合同(企金合同),1001--传统企金业务模板,1,CRM,5,5-新能源汽车产业,10107--流动资金额度循环贷款,1.0,,无,F5274--通信设备零售,74.08,1481.52
2026-06-30,900000000010,A00010,华盛机械集团有限公司,2022022400027VD,649891643271-9,0102--正常2,0102--正常2,正常,正常,正常,3.0,中期,黑龙江省,公司固定贷款,2026-06-30,哈尔滨分行,00130,哈尔滨市城南支行,"0108001,0140001,230103,00130",00130,301--已生效待下柜,2025-02-24,JB4408,2022-02-24,2025-02-24,,zxsq202202240002722,tz20220224000276W,tz2022022000027N7,FXQYF526L16695547828973716549947364615292,,,,1--是,900000000010,01--融资人,tz20220224000276W,FXQYF526L16695547828973716549947364615292,,,,01700Y05,0--浮动值浮动,1--不分段计息,9--满季计息,并购贷款,10106--并购贷款,2001--单一债项,105060000,0100--正常申请,01--人民币,0101--分期等额本金,41003--非上市公司股权质押,C2412,C2412--笔的制造,10,113201,113201--普通中期贷款,企业法人,基础客户,长尾,171,230103--黑龙江省--哈尔滨市--南岗区,B0202--港澳台绝对控股,2022-03-06 12:47:13,2025-01-25 14:56:07,0008--主合同(企金合同),1001--传统企金业务模板,1,CREDIT,0,0-不属于战略性新兴产业,10106--并购贷款,1.0,,无,C2412--笔的制造,45.0,900.0
2026-06-30,900000000100,A00100,华盛软件有限公司,20220916000289A,726267382705-1,0201--关注1,0101--正常1,关注,正常,正常,1.0,短期,江苏省,公司流动贷款,2026-06-30,南京分行,00134,南京市城南支行,"0108001,0140001,320106,00134",00134,302--已生效终止下柜,2023-09-16,JB6360,2022-09-16,2023-10-16,2023-10-29,zxsq2022091600028OV,tz2022091600028VL,tz20220913000282N,FXQYF745L67216940637205298623582182536907,XYED2022091600000028,xytz2022091600028TG,xyht20220916000286F,1--是,900000000100,01--融资人,tz2022091600028VL,FXQYF745L67216940637205298623582182536907,,,,01700Y05,0--浮动值浮动,5--满季分段计息,0--按月计息,公司结算帐户透支,1010401--公司结算帐户透支,2001--单一债项,105040100,0100--正常申请,01--人民币,03--分期还款（不规则期限还款）,203--专业担保公司保证,M7340,M7340--医学研究和试验发展,41,125110,125110--单位结算账户透支,企业法人,成长客户,潜力,110,320106--江苏省--南京市--鼓楼区,A0201--集体相对控股,2022-11-16 18:06:02,2025-11-23 14:24:00,0008--主合同(企金合同),1001--传统企金业务模板,1,CRM,0,0-不属于战略性新兴产业,1010401--公司结算帐户透支,1.0,,无,M7340--医学研究和试验发展,0.0,1235.83
2026-06-30,900000000072,A00072,鼎盛商贸有限公司,2025010700029WY,875600931725-6,0102--正常2,0101--正常1,正常,正常,正常,2.0,中期,江苏省,公司固定贷款,2026-06-30,苏州分行,00537,苏州市营业部,"0108001,0140001,320508,00537",00537,301--已生效待下柜,2027-01-07,JB0636,2025-01-07,2027-01-07,,zxsq20250107000291Y,tz2025010700029ZM,tz20250104000297B,FXQYF890L99916733589315756891571926182107,,,,1--是,900000000072,01--融资人,tz2025010700029ZM,FXQYF890L99916733589315756891571926182107,,,,14802D01,0--浮动值浮动,5--满季分段计息,4--手工计息,公司厂房按揭贷款,1010305--公司厂房按揭贷款,2001--单一债项,105030500,0700--连连贷,01--人民币,0102--分期等额本息,201--公司法人保证,C2720,C2720--化学药品制剂制造,41,113201,113201--普通中期贷款,企业法人,基础客户,长尾,130,320508--江苏省--苏州市--姑苏区,B0301--外商相对控股,2025-01-20 12:42:45,2025-06-09 09:24:27,0008--主合同(企金合同),1001--传统企金业务模板,1,CRM,0,0-不属于战略性新兴产业,1010305--公司厂房按揭贷款,1.0,,无,C2720--化学药品制剂制造,245.42,841.44
2026-06-30,900000000012,A00012,众联科技有限公司,20251119000308Z,862566080541-7,0101--正常1,0103--正常3,正常,正常,正常,2.0,中期,青海省,公司固定贷款,2026-06-30,西宁分行,00134,西宁市高新支行,"0108001,0140001,630104,00134",00134,301--已生效待下柜,2027-11-19,JB6595,2025-11-19,2027-11-19,,zxsq2025111900030T1,tz20251119000309S,tz2025111300030FU,FXQYF627L72032611088416400810612772807870,,,,1--是,900000000012,01--融资人,tz20251119000309S,FXQYF627L72032611088416400810612772807870,,,,01700Y05,0--浮动值浮动,5--满季分段计息,3--利随本清,并购贷款,10106--并购贷款,2001--单一债项,105060000,0100--正常申请,01--人民币,0101--分期等额本金,41302--收费权质押,C2770,C2770--卫生材料及医药用品制造,03,113201,113201--普通中期贷款,企业法人,重点客户,价值,120,630104--青海省--西宁市--城西区,B0101--私人相对控股,2026-02-16 11:08:57,2026-03-01 13:24:18,0008--主合同(企金合同),1001--传统企金业务模板,1,CREDIT,0,0-不属于战略性新兴产业,10106--并购贷款,1.0,宏泰产业集团有限公司,有,C2770--卫生材料及医药用品制造,1066.01,1504.96
2026-06-30,900000000045,A00045,星海医药有限公司,20230616000319U,449229500540-2,0101--正常1,0103--正常3,正常,正常,正常,5.0,中期,青海省,公司固定贷款,2026-06-30,西宁分行,00135,西宁市高新支行,"0108001,0140001,630104,00135",00135,301--已生效待下柜,2028-06-16,JB4235,2023-06-16,2028-06-16,,zxsq2023061600031G0,tz2023061600031U5,tz2023052700031BD,FXQYF738L60468081664283027434530032330396,,,,1--是,900000000045,01--融资人,tz2023061600031U5,FXQYF738L60468081664283027434530032330396,,,,01700Y01,0--浮动值浮动,1--不分段计息,1--按季计息,工业厂房开发贷款,1010208--工业厂房开发贷款,2001--单一债项,105020800,0700--连连贷,01--人民币,02--到期还款,202--自然人保证,I6531,I6531--信息系统集成服务,17,113201,113201--普通中期贷款,企业法人,基础客户,长尾,190,630104--青海省--西宁市--城西区,A0102--国有绝对控股,2023-09-06 09:12:31,2025-11-19 13:21:00,0008--主合同(企金合同),1001--传统企金业务模板,1,CREDIT,0,0-不属于战略性新兴产业,1010208--工业厂房开发贷款,1.0,,无,I6531--信息系统集成服务,188.94,472.34
2026-06-30,900000000025,A00025,卓越物流有限公司,2022091500032BG,451078222147-3,0102--正常2,0203--关注3,正常,关注,关注,3.0,中期,内蒙古自治区,公司固定贷款,2026-06-30,呼和浩特分行,00134,呼和浩特市营业部,"0108001,0140001,150102,00134",00134,301--已生效待下柜,2025-09-15,JB3353,2022-09-15,2025-09-15,,zxsq2022091500032C0,tz2022091500032E1,tz2022090100032LA,FXQYF596L88132485563801881869648465461764,,,,1--是,900000000025,01--融资人,tz2022091500032E1,FXQYF596L88132485563801881869648465461764,,,,01700Y01,0--浮动值浮动,7--满年分段计息,4--手工计息,项目贷款,1010203--项目贷款,2001--单一债项,105020300,0301--重组-借新还旧（变更主体）,01--人民币,02--到期还款,40102--定期保证金,F5133,F5133--鞋帽批发,55,113201,113201--普通中期贷款,企业法人,成长客户,潜力,190,150102--内蒙古自治区--呼和浩特市--新城区,A0101--国有相对控股,2022-10-12 13:21:23,2025-07-01 11:22:07,0008--主合同(企金合同),1001--传统企金业务模板,1,CRM,0,0-不属于战略性新兴产业,1010203--项目贷款,1.0,,无,F5133--鞋帽批发,2328.74,2616.89
2026-06-30,900000000016,A00016,宏泰建设集团有限公司,20260212000339P,676973628676-9,0102--正常2,0101--正常1,正常,正常,正常,10.0,长期,山东省,公司固定贷款,2026-06-30,济南分行,00135,济南市营业部,"0108001,0140001,370102,00135",00135,301--已生效待下柜,2036-02-12,JB4631,2026-02-12,2036-02-12,,zxsq2026021200033W9,tz2026021200033TV,tz2026020800033YZ,FXQYF082L31757005123314564455571203335753,,,,1--是,900000000016,01--融资人,tz2026021200033TV,FXQYF082L31757005123314564455571203335753,,,,01700Y01,0--浮动值浮动,5--满季分段计息,2--按年计息,项目贷款,1010203--项目贷款,2001--单一债项,105020300,0100--正常申请,01--人民币,02--到期还款,203--专业担保公司保证,F5162,F5162--石油及制品批发,20,113301,113301--普通长期贷款,企业法人,重点客户,价值,110,370102--山东省--济南市--历下区,B0302--外商绝对控股,2026-02-21 18:53:18,2026-04-09 09:46:36,0008--主合同(企金合同),1001--传统企金业务模板,1,CRM,0,0-不属于战略性新兴产业,1010203--项目贷款,1.0,,无,F5162--石油及制品批发,2097.93,2170.27
2026-06-30,900000000054,A00054,星海建设股份有限公司,2022061400034BA,795196998309-3,0201--关注1,0101--正常1,关注,正常,正常,2.0,中期,安徽省,公司流动贷款,2026-06-30,合肥分行,00138,合肥市城北支行,"0108001,0140001,340104,00138",00138,302--已生效终止下柜,2024-06-14,JB8310,2022-06-14,2024-06-14,2024-06-18,zxsq202206140003496,tz20220614000348N,tz20220530000344P,FXQYF719L63239129143512252341003113579115,XYED2022061400000034,xytz2022061400034CX,xyht20220614000348F,1--是,900000000054,01--融资人,tz20220614000348N,FXQYF719L63239129143512252341003113579115,DSFED2022061400000034,dstz2022061400034XL,900000000091,01700Y01,0--浮动值浮动,1--不分段计息,3--利随本清,流动资金额度循环贷款,10107--流动资金额度循环贷款,2001--单一债项,105070000,0100--正常申请,01--人民币,02--到期还款,306--在建工程,C3744,C3744--航空相关设备制造,89,113201,113201--普通中期贷款,企业法人,成长客户,潜力,110,340104--安徽省--合肥市--蜀山区,A0101--国有相对控股,2022-07-11 11:16:35,2025-06-27 09:08:43,0008--主合同(企金合同),1001--传统企金业务模板,1,CRM,0,0-不属于战略性新兴产业,10107--流动资金额度循环贷款,1.0,,无,C3744--航空相关设备制造,0.0,890.67
2026-06-30,900000000075,A00075,嘉禾食品股份有限公司,2026041000035SS,966643957503-6,0400--可疑,0201--关注1,不良,关注,关注,3.0,中期,吉林省,公司流动贷款,2026-06-30,长春分行,00137,长春市城北支行,"0108001,0140001,220102,00137",00137,301--已生效待下柜,2029-04-10,JB1839,2026-04-10,2029-04-10,,zxsq2026041000035QL,tz20260410000355S,tz2026032600035PZ,FXQYF776L73697497494318717994929406526133,,,,1--是,900000000075,01--融资人,tz20260410000355S,FXQYF776L73697497494318717994929406526133,,,,01700Y05,0--浮动值浮动,1--不分段计息,4--手工计息,流动资金额度循环贷款,10107--流动资金额度循环贷款,2001--单一债项,105070000,0100--正常申请,01--人民币,03--分期还款（不规则期限还款）,41003--非上市公司股权质押,N7861,N7861--名胜风景区管理,62,113201,113201--普通中期贷款,企业法人,风险客户,风险,149,220102--吉林省--长春市--南关区,B0101--私人相对控股,2026-04-10 15:01:30,2026-05-26 11:19:09,0008--主合同(企金合同),1001--传统企金业务模板,1,CREDIT,1,1-新一代信息技术产业,10107--流动资金额度循环贷款,1.0,,无,N7861--名胜风景区管理,8090.05,8565.93
2026-06-30,900000000016,A00016,宏泰建设集团有限公司,20241124000361H,232591341175-9,0103--正常3,0101--正常1,正常,正常,正常,7.0,长期,山东省,公司固定贷款,2026-06-30,济南分行,00138,济南市营业部,"0108001,0140001,370102,00138",00138,301--已生效待下柜,2031-11-24,JB6474,2024-11-24,2031-11-24,,zxsq2024112400036SV,tz2024112400036J5,tz20241111000369T,FXQYF099L20854532716428163650282095272783,,,,1--是,900000000016,01--融资人,tz2024112400036J5,FXQYF099L20854532716428163650282095272783,,,,01700Y05,0--浮动值浮动,4--满月分段计息,4--手工计息,项目贷款,1010203--项目贷款,2002--组合债项,105020300,0100--正常申请,01--人民币,0102--分期等额本息,306--在建工程,F5162,F5162--石油及制品批发,37,113301,113301--普通长期贷款,企业法人,重点客户,价值,141,370102--山东省--济南市--历下区,A0201--集体相对控股,2024-12-02 12:41:17,2025-02-04 16:55:38,0008--主合同(企金合同),1001--传统企金业务模板,1,LOAN_CORE,3,3-新材料产业,1010203--项目贷款,1.0,,无,F5162--石油及制品批发,18213.73,21640.07
